form,deprel,count
entretenir,xcomp,3
façons,conj,1
cela,mark,2
uniforme,advcl,1
uniforme,ROOT,2
soleil,ccomp,2
adultes,nsubj,3
utilisent,acl:relcl,1
par,ROOT,3
ordinateur,dep,4
pfff,det,1
pull,dep,8
bêtise,conj,1
toudoum,nsubj,1
coquin,nmod,16
es,iobj,2
resto,obj,2
libanais,obl:arg,2
aubergines,obl:mod,1
houmous,obj,1
entrée,obl:mod,14
épicé,ROOT,1
liban,nsubj,1
huile,ROOT,9
beurre,conj,6
graisse,ROOT,1
épicé,ccomp,1
spécialement,conj,1
graisse,advcl,1
méditerranéenne,amod,1
italien,obl:arg,2
jérôme,nmod,14
terrasse,obl:arg,4
italiens,obj,2
trottoir,conj,1
rue,nmod,17
pizzas,obj,3
gras,xcomp,2
italien,ROOT,7
italiens,nmod,1
allé,acl:relcl,42
plats,obl:mod,2
principaux,amod,1
dessous,conj,9
adultes,conj,1
arrête,expl:subj,1
okay,obj,23
amateur,ROOT,3
films,nmod,2
horreur,nmod,1
ho,mark,1
ho,nmod,4
hisse,flat:name,1
aide,conj,6
entende,ccomp,9
téléphone,xcomp,4
ʃon,nsubj,1
chime,obj,2
chime,ROOT,3
lit,parataxis,1
et,cop,4
referai,parataxis,1
gotte,xcomp,2
gotte,parataxis,1
gotte,dep,1
redirai,ROOT,1
dave,ROOT,1
dave,dep,1
dave,parataxis,1
il,acl:relcl,1
nan,amod,2
fourchette,ccomp,1
brosse,parataxis,3
monte,parataxis,4
versé,xcomp,4
versé,parataxis,2
tommy,ROOT,1
ressemble,dep,5
tommy,obl:arg,1
tommy,nsubj,1
tive,xcomp,4
tive,dep,1
dessine,parataxis,4
padé,xcomp,2
padé,parataxis,2
collé,xcomp,6
collé,ccomp,5
nettoie,parataxis,2
boque,dep,2
appuyer,ccomp,2
croqué,xcomp,4
croqué,parataxis,3
écrasé,xcomp,4
écrasé,parataxis,3
casse,dep,9
casse,parataxis,3
déchiré,xcomp,4
déchiré,parataxis,3
range,parataxis,4
bib,obj,3
bibi,nmod,1
pions,ROOT,1
fichue,acl:relcl,1
mort,ccomp,3
don,ROOT,2
donnés,dep,4
sont,nsubj,1
index,conj,1
matière,ROOT,1
savent,dep,1
claude,xcomp,2
michelle,dep,1
michelle,flat:name,4
arnaud,flat:name,1
migou,nmod,5
confusion,obj,3
michelle,obl:mod,1
migou,conj,1
son,obl:mod,7
parrain,mark,1
parrain,ccomp,1
parrain,obj,85
parrain,nmod,62
noé,nmod,10
jeanne,nmod,9
jeanne,conj,4
msn,obl:arg,1
craché,dep,2
ripostes,ccomp,1
dises,conj,1
bouh,obj,6
tik,nmod,6
tchk,nmod,4
tchk,obl:mod,1
tuc,obj,1
légère,ROOT,1
vououououou,nsubj,1
obligé,acl:relcl,3
cogne,conj,3
vououou,ROOT,1
roues,ccomp,1
vvvoummm,advmod,1
volant,conj,3
grrr,ROOT,8
da,flat:name,23
racontez,advcl,1
assure,det,1
attende,ccomp,6
répondeur,obl:arg,1
pensais,ccomp,4
appelle,xcomp,18
matthieu,xcomp,2
prout,obj,4
adada,nmod,2
adada,dep,3
dans,fixed,2
adada,nsubj,2
se,mark,3
striptease,obj,1
pieds,conj,18
pourquoi,advcl,1
arrête,fixed,4
pinces,dep,1
journées,nsubj,1
voyait,conj,3
comme,conj,6
bâtiment,ROOT,4
costaud,xcomp,2
assommer,xcomp,3
pourquoi,obj,23
griffes,conj,2
miami,ROOT,1
miami,dep,1
pirouette,obj,10
numéro,obl:arg,3
seven,ROOT,2
ow,ROOT,1
ow,flat:name,1
seven,flat:name,2
ow,flat:foreign,1
téléphone,acl:relcl,5
jen,ROOT,1
jen,dep,1
réponds,dep,1
blues,nmod,1
diane,obj,1
dépenser,xcomp,2
paranoïaque,amod,1
amuses,conj,1
progresses,dep,2
progressé,acl,1
noté,acl:relcl,1
jenny,nmod,1
eni,xcomp,1
cherches,ccomp,8
plein,punct,4
traînait,ROOT,2
retrouver,advcl,4
nounourserie,ROOT,1
vêtement,obl:mod,4
drôlette,ROOT,1
coton,nsubj,1
rangement,nmod,7
mères,ROOT,1
plumo,ROOT,1
décidée,dep,1
impression,ccomp,1
terre,acl:relcl,5
déchirer,dep,1
mallette,obl:mod,1
bretelle,obl:arg,2
bouton,ccomp,2
déshabiller,advcl,4
décidée,ROOT,3
caboche,nmod,2
déshabille,dep,7
eunter,ROOT,1
enlevé,ccomp,6
fuites,obj,1
élisabeth,nsubj,1
bâtons,ROOT,8
ronds,xcomp,1
œil,case,1
pleut,acl:relcl,1
balles,nsubj,1
demandée,dep,1
remettre,advcl,11
fumée,ROOT,15
pierre,case,1
partie,fixed,1
frappe,acl:relcl,6
frappe,advcl,2
frapper,advcl,3
entrez,ROOT,9
didou,obj,4
jouet,obl:arg,5
grattes,acl:relcl,1
porterais,ROOT,1
cro,ROOT,1
embêtent,advcl,2
liquide,amod,5
bavette,nmod,2
terminé,acl:relcl,2
embarrassée,ROOT,2
imites,ROOT,2
ger,mark,3
cacao,nsubj,1
auquel,dep,4
chouchou,obl:arg,2
appartiennent,acl:relcl,3
poignet,dep,1
piquer,dep,2
bicyclette,nmod,7
recon,ROOT,1
reconnais,ccomp,5
plus,mark,1
b̃e,dep,1
remontrer,xcomp,2
skis,obj,15
cacahouètes,obj,1
dattes,ROOT,2
tissus,nmod,1
mouche,obl:arg,2
bêtes,obl:arg,2
approcher,dep,2
revoit,ROOT,1
grésille,ROOT,4
épicerie,obl:mod,9
retrouves,ccomp,4
fruit,case,2
page,obl:mod,17
cerises,ROOT,19
cerises,nmod,4
coing,ROOT,1
abõ,ROOT,2
autrement,dep,2
observes,acl:relcl,1
recherche,ROOT,3
recherche,advcl,1
rappellerai,conj,1
chien,xcomp,2
maou,ROOT,2
pense,obl:mod,2
ces,dep,1
dromadaires,dep,1
retrouves,conj,2
pince,conj,1
blessé,ROOT,2
retrouvé,ccomp,7
pince,acl:relcl,1
oie,obj,2
images,obl:mod,1486
kokɔt,obj,1
didu,obj,1
didou,nmod,4
autrement,ROOT,6
deviens,advcl,3
docteur,xcomp,2
soignerai,ROOT,1
boucherie,nmod,1
boucherie,obl:arg,5
bouchère,nmod,1
viande,nsubj,1
soir,obl:arg,6
bêtise,ccomp,2
mouillé,dep,6
boulé,ROOT,1
boulé,acl,9
nouveau,conj,4
achèterai,ROOT,6
étanche,ROOT,2
waterproof,ROOT,1
nonstop,ROOT,1
chemise,obl:mod,5
martine,conj,3
leitmotiv,ROOT,1
chuis,nsubj,4
vilain,ROOT,20
vilain,dep,3
réponds,acl:relcl,8
vilaine,dep,2
vilain,acl:relcl,2
gestuelle,amod,1
vilaine,acl:relcl,1
agnès,obj,6
éclaboussures,obj,1
bulles,obl:mod,4
laves,conj,4
gant,nmod,4
tragédie,ROOT,1
savon,nsubj,8
reconstitué,dep,1
frotte,obj,4
lavait,advcl,1
roulé,obj,6
connaissant,xcomp,1
roulé,acl,3
boulé,xcomp,1
froide,amod,43
camarades,obj,1
contribué,xcomp,1
oeuvre,obj,4
immortelle,amod,1
avantage,dep,4
roudoudou,ROOT,1
écouler,xcomp,1
couru,advcl,1
jet,obj,1
guide,ROOT,2
bord,conj,4
jet,nsubj,3
jet,obl:mod,1
comédien,ROOT,8
concombre,ROOT,3
bateaux,nsubj:pass,1
bouché,amod,3
limites,ROOT,1
raisonnable,nmod,1
jouera,conj,3
bidon,obl:arg,5
immobile,xcomp,3
restes,xcomp,1
offert,ccomp,4
esther,obj,1
esther,nmod,2
couve,ccomp,2
filme,conj,4
dégoûte,dep,1
comprennes,ccomp,2
animaux,ccomp,2
comprenais,ROOT,4
savais,conj,3
parlait,dep,2
sofa,obl:mod,1
sofa,ROOT,2
sofa,nmod,1
prêtes,dep,1
vires,ROOT,1
chuis,expl:subj,4
courbatures,obj,1
action,obl:mod,2
répondre,dep,3
flou,xcomp,1
léonard,nummod,1
sa,dep,6
poil,obl:arg,2
balancier,obl:mod,1
soignes,ROOT,5
cachée,dep,2
oy,dep,10
bojémoye,ROOT,1
recette,obj,14
angine,obj,3
gorge,obl:arg,13
figure,obl:mod,7
varicelle,obj,10
grattais,ROOT,1
miaou,amod,2
cuves,obj,1
gohan,ROOT,1
belle,acl:relcl,3
jaloux,obj,3
tâches,obj,4
tâché,ROOT,1
tâche,obl:arg,2
déborde,acl:relcl,4
alphonse,nmod,1
bébert,nmod,6
mamilette,ROOT,1
pimoulette,ROOT,4
pimoulette,obj,2
roulante,amod,2
dada,obl:mod,1
tabouret,nmod,5
vole,expl:subj,1
pressée,acl,1
yuhu,ROOT,1
sautes,advcl,6
voulez,dep,1
amandes,obl:arg,1
amandes,nmod,2
recette,dep,1
bulle,obl:mod,1
enlevée,dep,1
training,ROOT,2
training,obj,2
recollée,ROOT,1
refilme,ROOT,1
filmera,dep,1
landau,obl:arg,2
reçu,advcl,5
chantier,obj,5
saint,nsubj,11
apporté,ccomp,10
goudron,obj,1
goudron,ROOT,1
lesquelles,obl:mod,3
zoo,obj,23
zoo,dep,4
outils,obl:mod,5
cage,obj,5
lions,nmod,12
cage,nsubj,2
cage,dep,4
léopards,nmod,3
cage,nmod,3
charly,obl:mod,2
construirait,conj,1
véronique,nsubj,1
léopards,nsubj,2
débrouillerai,ROOT,1
lions,nsubj,2
quand,parataxis,4
méchants,obj,7
fâchent,dep,1
nono,obl:mod,4
euh,expl:subj,4
vus,conj,2
vus,dep,1
rochers,obl:arg,3
ils,conj,2
dormaient,ROOT,2
plankendael,ROOT,2
paradizio,obl:mod,1
julie,case,1
singes,nsubj,3
train,appos,1
attendez,ROOT,17
vidée,ROOT,5
touchez,ROOT,1
touchez,dep,1
chipote,ROOT,1
bouger,acl,1
chipote,conj,1
landau,nmod,2
vêtements,nmod,6
téléphonerai,ROOT,1
magasin,nsubj,2
muller,nmod,1
palace,nmod,1
magasin,obl:arg,18
mallettes,obj,1
trousses,obj,1
oilily,nmod,1
oilily,ROOT,2
parade,ROOT,1
génial,parataxis,1
trousse,nsubj,2
trousse,ROOT,4
espèces,nmod,1
beauty,nmod,1
case,dep,3
machins,obj,6
beauty,ccomp,1
trente,conj,6
gsm,nsubj,1
mettes,conj,1
chantais,acl:relcl,4
chanté,ccomp,5
cerf,obj,7
chantait,acl:relcl,7
saint,ROOT,15
mitre,ROOT,1
crosse,conj,1
chantais,dep,3
chanson,conj,6
patron,nmod,1
écoliers,nmod,1
apportez,ROOT,2
prière,obj,4
venez,advcl,1
tralala,conj,3
parquet,obj,11
bacs,nmod,1
cassent,ROOT,7
moissonneuse,nmod,1
batteuse,amod,1
puni,advcl,1
reconnaître,ROOT,4
saura,advcl,2
recoller,xcomp,13
rangez,ROOT,3
clair,xcomp,9
moissonneuse,ROOT,2
étiquettes,nsubj,1
police,nmod,18
quad,obl:mod,1
quad,obj,1
policier,amod,2
sanae,ROOT,2
sanae,nsubj,2
papiers,obl:mod,1
laquelle,obl:mod,5
reconstruise,ccomp,1
étiquettes,dep,2
retenu,advcl,1
démolir,acl,2
parquet,nsubj,4
défait,ccomp,2
lesquelles,nmod,1
nourrit,acl:relcl,3
jetée,ccomp,1
jeter,ccomp,1
jetée,advcl,2
chercherait,ccomp,1
referait,conj,1
sanae,obj,1
sanae,dep,1
contre,nmod,3
céline,flat:name,3
playmobil,case,1
sauver,xcomp,23
z,case,3
acheté,acl,1
entrée,nsubj,1
déplacé,dep,1
coincée,advcl,5
affaires,conj,1
remettra,ROOT,12
jouets,conj,5
mobile,obj,3
attendez,xcomp,8
attendez,dep,2
souffert,ROOT,2
caisses,obj,1
landau,obl:mod,6
changer,dep,2
refera,advcl,1
déposer,xcomp,7
bonnet,case,1
viendra,advcl,4
parrain,obl:arg,39
ira,acl:relcl,2
promis,acl,4
guéri,xcomp,3
surprise,case,1
flash,nmod,3
mc,nmod,1
queen,flat:name,3
parrain,obl:mod,40
marraine,obl:arg,3
bruno,nmod,2
marraine,ROOT,13
arrêté,advcl,5
franchement,fixed,1
que,conj,5
otaries,obj,1
papy,obl:mod,14
moissonneuse,obl:mod,1
batteuse,nmod,1
papy,conj,6
papy,xcomp,3
expliqué,dep,6
autant,ROOT,10
père,conj,8
partagent,ROOT,3
apportera,ROOT,4
surprises,nmod,1
jeep,ROOT,4
personnages,ROOT,7
vétérinaire,amod,7
personnages,obl:mod,4
refilmer,xcomp,2
loulou,obl:arg,1
madame,ccomp,4
décousue,ROOT,1
décousue,dep,1
abîmée,ccomp,2
animal,obl:mod,34
soigne,acl:relcl,3
kitty,flat:name,6
zèbre,dep,3
zèbres,obj,4
partait,ROOT,1
zoo,obl:arg,32
mission,obj,2
lever,acl,1
disposition,ROOT,2
chéries,obj,1
bavards,xcomp,1
peluche,ROOT,11
cafetière,ROOT,7
coffret,conj,1
ju,ROOT,2
briançon,ROOT,1
benwa,ROOT,2
skis,ROOT,8
chalet,obj,1
save,dep,1
recouverts,ROOT,1
bouquetin,obj,2
après,xcomp,1
moufles,obj,4
anorak,obj,2
anorak,ROOT,1
patineurs,obj,1
brosse,nmod,1
brosses,obj,3
terre,ccomp,2
lavabo,obj,2
peignoir,nsubj,1
rodolf,ROOT,1
robe,conj,2
carreaux,nmod,7
garde,obl:mod,2
sien,dep,4
beige,ROOT,5
sien,nmod,3
simple,amod,4
appelle,acl,1
salopettes,obj,3
gaspar,obj,3
salopettes,nmod,1
lunettes,case,1
désordonnée,ROOT,1
vaches,dep,3
vaches,obl:mod,4
be,xcomp,1
dit,advmod,2
volaille,ROOT,1
nela,dep,1
fermier,obl:agent,1
mari,obj,3
commencent,acl:relcl,6
intéressent,advcl,1
grenier,ROOT,4
grenier,obl:mod,5
juliette,flat:name,2
araignées,conj,2
obéit,conj,2
déguise,dep,1
araignées,obj,13
tissé,ROOT,1
toile,nsubj,2
mannequin,ROOT,2
mannequin,nsubj,1
cadres,obj,3
mannequin,nmod,1
phonographe,obj,1
phonographe,nsubj,1
malle,obj,3
déguisements,obj,5
phare,obj,4
pâtés,obj,6
plantée,ROOT,2
rateau,obj,6
toilette,ROOT,1
deuxième,nsubj,10
benoit,ROOT,4
gaspard,flat:name,2
benoit,flat:name,1
dessinée,acl:relcl,2
blouse,ROOT,3
docteur,advmod,1
ausculte,xcomp,1
stéthoscope,obl:mod,2
infirmière,nsubj,1
prépare,advcl,9
vaccin,obj,1
toise,ROOT,2
mesurer,ROOT,3
mesure,ccomp,3
suppositoire,ROOT,2
piqûre,ROOT,9
thermomètre,ROOT,4
otoscope,ROOT,2
stéthoscope,ROOT,5
bûche,obj,1
bûche,nsubj,1
installent,ROOT,3
écritures,obj,1
cuicui,nsubj,2
elise,nsubj,7
élise,mark,2
élise,dep,6
gaie,ROOT,2
tricycle,obl:arg,4
châteaux,nmod,6
élise,ROOT,6
elise,ROOT,4
elise,xcomp,1
willy,flat:name,3
invite,ROOT,3
aline,nmod,1
nombre,obj,15
élise,obj,2
willy,obj,5
qui,flat:name,1
sur,nsubj,1
willy,ROOT,6
lilly,dep,1
lore,obl:mod,6
tourné,acl:relcl,3
robot,nsubj,3
bobo,amod,1
embrasses,conj,1
elise,obj,3
willy,dep,2
tchut,ROOT,3
élise,obl:mod,1
embêtes,advcl,3
elise,dep,2
gogo,obl:arg,1
gogo,nmod,1
lolo,obl:arg,4
lilly,nsubj,1
anounette,obj,1
bols,obj,8
lolo,obl:mod,1
wagons,dep,1
lore,xcomp,4
gêne,acl:relcl,10
culotte,dep,3
vertes,amod,20
délicieux,case,2
deviné,ROOT,9
sauce,ROOT,12
bavoir,nsubj,1
épinards,obl:arg,2
bavoir,dep,2
lavage,obl:arg,2
lore,fixed,1
bonne,nmod,2
élise,obl:arg,2
brique,obj,1
élise,nsubj,1
crocro,nmod,73
picsou,ROOT,4
picsou,obj,1
riri,xcomp,1
fifi,flat:name,1
fifi,ROOT,9
fifi,ccomp,1
crocro,ROOT,91
crocro,obl:arg,49
plis,obj,4
plisse,ROOT,1
crocro,nsubj,150
piger,xcomp,15
bedaine,ROOT,1
salive,obl:mod,1
pirouettes,obj,2
dalmatien,dep,4
doigt,nsubj:pass,3
dépris,ROOT,1
ramassé,acl:relcl,8
restera,ROOT,6
loulou,ccomp,1
ton,nsubj,3
correct,ROOT,49
grenouilles,obl:mod,8
sautent,ccomp,3
étang,obl:mod,2
patte,nsubj:pass,2
sauter,conj,3
mettre,acl:relcl,3
étang,nmod,1
lapins,ccomp,2
vache,amod,1
tordue,amod,2
retrousse,ROOT,1
légos,conj,2
roue,obl:mod,2
détaches,ROOT,2
flotter,xcomp,6
embarquer,advcl,1
embarquer,ROOT,1
trophée,ROOT,2
surveille,ccomp,3
vigile,ccomp,1
démoli,acl,1
réparateur,ccomp,1
moteur,obj,26
rament,ROOT,1
utilisent,ROOT,5
fille,case,2
amis,dep,6
jeux,nsubj,7
vapeur,obl:arg,1
barbie,obl:arg,2
tiré,conj,3
déhanchée,ROOT,1
guidon,obl:arg,4
barbie,obj,4
barbie,dep,1
barbie,nmod,11
tabliers,ROOT,1
chaussure,nsubj,3
défaire,acl,3
barbie,ROOT,13
voir,det,1
enlevées,dep,1
nin,amod,2
tien,nmod,4
lou,nsubj,2
dépeignée,ROOT,2
taire,ROOT,2
finiras,acl:relcl,1
chique,obj,4
tait,ROOT,1
taira,ROOT,1
nin,dep,1
barrée,ROOT,1
sangle,ROOT,1
enfonces,ROOT,3
pépète,obl:mod,1
talon,obl:mod,2
talon,obl:arg,1
pointe,obl:mod,6
contraire,conj,1
talon,obj,5
talon,ROOT,3
pointe,ROOT,4
nah,ROOT,3
capucine,ROOT,1
accrochée,xcomp,2
anais,nsubj,1
mal,dep,9
pff,punct,3
ninettte,nmod,1
sou,ROOT,7
italien,amod,4
italien,dep,2
franc,ROOT,3
billet,obj,5
européen,ROOT,1
billet,nsubj,1
pom,obj,1
john,xcomp,1
cage,flat:name,1
touches,obj,9
aiguës,amod,1
craches,acl:relcl,2
craches,ROOT,4
ronds,nmod,6
partout,nummod,5
durent,acl:relcl,1
futur,amod,3
beethoven,xcomp,1
ronde,obj,9
n',nsubj,11
babou,nmod,2
chef,obj,6
babou,nsubj,2
rebouches,ROOT,4
boucher,xcomp,9
nanou,advmod,2
black,ROOT,2
camion,xcomp,3
clefs,conj,1
wouin,ROOT,2
wouin,flat:name,1
momo,ROOT,1
joue,obl:mod,9
ensuit,advmod,1
mettent,ccomp,7
oeil,dep,5
crotté,ROOT,1
pommade,obj,9
trempé,acl:relcl,2
trempé,ROOT,12
babar,fixed,1
yack,ROOT,11
touti,dep,7
yack,nmod,1
sa,nsubj,5
ant,obl:arg,2
chou,nsubj,7
canines,obl:arg,2
vampire,xcomp,1
tjeuk,ROOT,2
contentera,ROOT,1
n,fixed,6
o,flat:foreign,1
n,flat:foreign,2
v,dep,179
comme,nmod,7
narval,ROOT,1
narval,ccomp,1
narval,nsubj,1
p,dep,5
épée,ROOT,18
épée,obl:mod,11
vomir,xcomp,4
débarbouiller,acl:relcl,1
trousse,obl:arg,2
nanouné,ROOT,4
mule,obl:mod,2
agnès,obl:mod,3
sadique,nmod,1
crou,obj,1
creux,dep,2
assieds,acl:relcl,4
bouteille,nsubj,7
reçu,acl:relcl,10
fasciné,ROOT,1
télé,obl:agent,1
suc,conj,1
danses,dep,5
sonne,dep,11
tchoum,ROOT,1
!,fixed,3
naomi,obl:arg,78
jouets,nsubj,6
pourri,ROOT,5
grave,xcomp,3
histoires,ROOT,21
poses,conj,5
rappelles,dep,7
demi,det,1
pépé,xcomp,1
pépé,obj,9
fout,acl:relcl,3
mec,obj,4
chti,conj,1
pépé,flat:name,1
jo,nsubj,1
chienne,ROOT,5
hélène,flat:name,2
tata,obl:mod,14
énerve,advcl,1
colère,obl:mod,1
bazar,nsubj,1
y,nummod,5
bien,parataxis,3
range,obj,3
champion,conj,4
lâche,det,1
pochette,ROOT,9
remplir,advcl,2
questionnaires,obj,1
fais,parataxis,6
enregistrés,ROOT,2
bloque,advcl,1
montré,parataxis,1
cabane,nmod,7
ouh,parataxis,4
rappuyer,nsubj,1
dise,advcl,5
adrien,ccomp,9
forme,ccomp,3
bom,dep,4
pistolet,obj,11
envoies,advmod,1
enfonces,ccomp,3
houf,ROOT,1
enfoncé,ROOT,3
mari,obl:arg,1
courrait,advcl,1
patinoire,obj,1
pistolet,obl:mod,9
chip,ROOT,1
pue,dep,1
chips,dep,4
chips,obl:mod,1
grasses,amod,3
peter,obj,4
pan,flat:name,30
baskets,xcomp,1
va,obl:arg,6
jeter,dep,1
moto,conj,7
pouvez,acl:relcl,2
bidet,nmod,2
trot,ROOT,7
galope,ROOT,13
trot,obl:arg,2
points,obl:mod,6
tigrou,xcomp,2
cuire,acl,5
galet,obj,1
épinards,nmod,3
galet,ROOT,1
grammes,nmod,2
one,det,1
two,dep,2
three,dep,1
five,ROOT,1
six,flat:foreign,2
seven,obl:arg,1
eight,flat:foreign,2
cents,fixed,6
quarante,fixed,3
grammes,ROOT,3
personne,nmod,8
one,ROOT,3
three,flat:foreign,1
four,flat:foreign,1
seven,flat:foreign,1
nine,flat:foreign,1
ten,flat:foreign,1
eleven,flat:foreign,1
twelve,flat:foreign,1
balance,ccomp,1
couvrir,ROOT,3
râleur,ROOT,1
épuise,ccomp,1
cache,det,1
bouchés,acl:relcl,1
bouché,ROOT,2
épingles,obj,4
dedans,punct,5
araignée,conj,2
os,nmod,2
cacher,advcl,4
miaou,nsubj,1
chaton,xcomp,1
verre,ccomp,1
casserole,conj,1
parachute,ROOT,2
volants,amod,3
volants,ROOT,1
ongle,obl:arg,1
allumerais,ROOT,1
frotté,advcl,1
sweat,obj,2
hopeulà,ROOT,1
porte,nsubj:pass,1
chez,nmod,4
nous,acl:relcl,1
racles,ROOT,2
passerais,ROOT,1
éponge,nmod,11
tablette,ROOT,3
jardinier,ROOT,1
printemps,obj,2
arnaud,ROOT,1
arbre,conj,5
tronc,ROOT,4
tronc,obl:arg,7
herbe,ccomp,2
commençons,ROOT,4
sachets,nmod,2
prêtes,amod,2
choux,ROOT,8
potiron,ROOT,3
présentoir,obl:mod,1
mettons,ROOT,1
lignes,ROOT,4
droites,amod,2
pleines,ROOT,1
outils,obj,12
boue,obj,33
travaillons,ROOT,1
retournons,ROOT,1
aérer,advcl,1
arracher,conj,1
chaleur,ROOT,6
glissent,conj,1
adaptées,acl,1
sensationnel,ROOT,1
failli,acl:relcl,2
ascenseur,nsubj,5
redonnes,dep,2
merci,nsubj,7
rampe,obj,3
rends,acl:relcl,4
troisième,obl:arg,2
appui,obj,4
jours,dep,8
ascenseur,nmod,2
portable,conj,1
captait,acl:relcl,1
baissé,ROOT,2
ordinateur,xcomp,1
traditions,ROOT,1
canard,punct,1
celles,dep,6
réfléchit,dep,1
b,fixed,1
b,nmod,17
lettre,nmod,13
chiffre,nmod,5
e,mark,3
après,flat:foreign,1
f,nmod,7
titi,punct,5
f,conj,1
g,ROOT,17
souvenait,advcl,1
h,nsubj,3
oh,mark,16
entraînent,conj,1
allés,advcl,8
lyon,obl:arg,9
k,obl:mod,3
l,ROOT,37
m,conj,4
suivant,fixed,1
suivant,dep,1
nané,nmod,6
n,nmod,13
n,ccomp,1
hum,parataxis,1
rapporte,dep,1
p,obl:mod,2
h,dep,7
lettre,conj,5
q,ROOT,13
q,nsubj,1
w,ROOT,17
barre,dep,2
q,obl:mod,2
convaincu,ROOT,4
veux,parataxis,11
fatigue,advcl,1
j,nmod,8
k,nmod,4
q,nmod,8
s,det,3
t,ROOT,50
confond,advcl,1
u,obj,12
q,conj,3
v,nsubj,1
x,ROOT,21
i,flat:foreign,5
l,flat:foreign,1
m,flat:foreign,1
r,flat:foreign,2
u,nmod,9
ronds,obl:arg,6
mince,obj,2
tania,nsubj,5
rangeur,amod,1
refait,conj,3
penses,ccomp,8
puni,ROOT,5
commençant,ROOT,1
défait,acl,2
titi,conj,10
p,nsubj,4
réaliser,acl,1
atoine,nmod,1
acrobate,obj,3
garage,dep,3
écartes,obl:arg,1
wouuuuu,ROOT,1
semiremorque,obj,1
ouhlala,ROOT,2
petites,dep,7
faciles,ROOT,5
regarde,nsubj,8
wouuu,ROOT,2
main,appos,2
haut,advcl,4
intéresse,conj,2
titi,mark,1
pluie,obl:arg,5
ordinaire,nmod,1
moins,amod,1
quart,appos,1
inquiéter,xcomp,5
drôle,dep,4
étrange,dep,1
étrange,acl:relcl,1
fermes,dep,3
coordination,ROOT,1
emmènes,ccomp,4
là,advcl,2
partis,conj,4
pigeon,dep,2
pigeon,nmod,2
balcon,obj,6
pigeons,nmod,1
bougent,conj,1
coucou,obl:arg,2
eue,ROOT,15
nuit,dep,9
tétine,obl:arg,19
christophe,xcomp,1
banquette,obl:mod,2
crié,ccomp,1
disparais,dep,1
j,dep,6
qwetch,nmod,1
q,dep,3
robert,ROOT,4
rené,flat:name,2
tata,dep,6
ududu,nmod,1
x,nsubj,2
x,obl:mod,2
x,obj,3
x,obl:arg,1
évitera,ROOT,3
tapes,acl,1
sauves,advcl,1
rideaux,obl:arg,6
croit,ccomp,3
lèves,ccomp,5
musique,vocative,1
essaie,det,1
quinzaine,obj,1
initialise,advcl,1
plancher,dep,1
commencement,obl:arg,1
amorce,ccomp,1
harmonica,ROOT,2
démo,obj,1
autre,nummod,2
avantage,obj,1
pompe,nmod,4
nuits,nmod,1
rosier,nmod,1
carole,obj,3
prêter,advcl,1
serrure,conj,1
objectif,nmod,3
cogner,advcl,1
trottinette,dep,3
voiture,ccomp,10
trottinette,ROOT,15
technologie,ROOT,1
moteur,nmod,5
attente,dep,1
dessinait,obl:mod,1
montrait,advcl,2
physique,ROOT,1
vauvert,ROOT,3
gardé,acl:relcl,3
pendant,advmod,3
arrêtait,conj,2
explorer,conj,1
explorateur,ROOT,1
roules,ccomp,1
amenée,xcomp,2
contact,obj,8
mito,flat:name,1
pilote,dep,3
pilotes,obj,2
granule,ROOT,1
tictic,obj,3
parfaits,nsubj,1
faciles,obj,1
réagissent,acl:relcl,1
coupent,ROOT,7
découpes,ROOT,9
entends,conj,8
coupent,acl:relcl,3
déchires,conj,1
ciseaux,dep,9
piquer,ccomp,1
secondes,case,2
théphile,ROOT,1
prêtes,ccomp,1
pilote,obl:mod,2
permet,dep,1
mécano,amod,1
ah,punct,3
rabote,ROOT,1
tictic,nsubj,4
diversion,obj,4
capricieux,amod,1
théophile,case,2
prête,parataxis,1
ca,expl:subj,1
tictic,dep,2
tictic,obl:mod,1
mitto,flat:name,1
passent,advcl,4
capricieux,xcomp,2
devenu,conj,4
coupais,ROOT,3
récupéré,advcl,2
dangereux,amod,1
registre,obl:arg,1
filet,obl:arg,4
vroumvroumvroum,ROOT,1
manège,nsubj,2
tresselle,nmod,1
bak,nmod,1
bak,conj,1
bak,dep,2
vroumvroum,dep,1
humeur,obl:mod,1
abandon,nmod,1
séraphin,ROOT,1
bodo,dep,1
reprend,obl:arg,1
bouah,ROOT,1
excès,ROOT,1
humeur,nmod,3
hélices,obj,2
parois,obl:mod,1
trouvées,ROOT,2
soirs,ROOT,6
ventrou,obl:arg,1
ventrou,ROOT,4
brrrrr,ROOT,3
décoder,xcomp,1
rrr,punct,5
mélange,dep,3
boumy,ROOT,1
tombé,parataxis,2
produit,conj,2
entendez,ROOT,2
hotte,obj,3
papi,vocative,1
crack,ROOT,1
devais,conj,1
marchera,conj,1
paparazzis,dep,1
doumdé,dep,1
simplifies,ROOT,1
bouton,appos,1
bouffe,obl:arg,2
cigarettes,ROOT,3
granolas,ROOT,1
granola,obl:arg,1
cabot,ROOT,1
cabot,xcomp,1
colère,acl:relcl,2
adèle,nsubj,3
cocos,obl:arg,2
masqué,ROOT,1
masqué,dep,2
blaise,obl:mod,1
blaise,xcomp,1
masqué,amod,1
casseroles,conj,1
bouchons,nmod,3
donné,xcomp,7
rigole,ccomp,3
